place_ratings,place_name,category,city,price,rating,Image_URL,Latitude,Longitude
4,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1,https://picsum.photos/seed/WisataAlamWanaWisataPenggaron/400/250,,
3,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,https://upload.wikimedia.org/wikipedia/id/0/0a/Patung_Wisnu_di_GWK.jpeg,-6.869945,107.6196998
2,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5,https://picsum.photos/seed/MuseumTNIALLokaJalaCrana/400/250,,
3,Pantai Krakal,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/3/38/Matahari_terbenam_di_Pantai_Slili.jpg,-8.1317391,110.5449125
2,Balai Kota Surabaya,Budaya,Surabaya,0,4.7,https://upload.wikimedia.org/wikipedia/commons/d/da/Jembatan_suroboyo_dusk.jpg,-7.2593052,112.7469919
3,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4,https://picsum.photos/seed/PantaiSepanjang/400/250,-8.1368979,110.5658723
5,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kesirat_Beach.jpg/3840px-Kesirat_Beach.jpg,-8.0964033,110.4351139
2,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/3/3c/Gedung_Agung_May_12_2025.jpg,-7.800169,110.3638046
4,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5,https://upload.wikimedia.org/wikipedia/commons/d/d9/Puncak_Pinus_Becici.jpg,-7.9012592,110.4372592
3,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5,https://upload.wikimedia.org/wikipedia/commons/2/29/Taman_Pelangi_Bus_stop_-_April_2026.jpg,-7.327841,112.7311681
5,Gua Belanda,Cagar Alam,Bandung,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/0/07/Taman_Hutan_Raya_IR_Djuanda.jpg,,
2,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3,https://picsum.photos/seed/CiwangunIndahCampOfficial/400/250,,
5,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Wediombo_Beach_4.jpg/3840px-Wediombo_Beach_4.jpg,-8.1873165,110.7103524
2,Museum Sri Baduga,Budaya,Bandung,3000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Sri_Baduga_Museum.JPG/3840px-Sri_Baduga_Museum.JPG,-6.9377186,107.6035761
3,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5,https://picsum.photos/seed/DesaWisataTembi/400/250,,
3,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Yogyakarta_Indonesia_Kraton-the-Sultans-Palace-02.jpg/3840px-Yogyakarta_Indonesia_Kraton-the-Sultans-Palace-02.jpg,-7.8460828,110.4796997
2,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4,https://picsum.photos/seed/MuseumSeniRupadanKramik/400/250,,
3,Pantai Timang,Bahari,Yogyakarta,10000,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Gondala_pantai_Timang_-_Gunung_Kidul%2C_DIY.jpg/3840px-Gondala_pantai_Timang_-_Gunung_Kidul%2C_DIY.jpg,-8.1756475,110.6632846
4,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg/3840px-Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg,,
4,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7,https://picsum.photos/seed/MuseumSepuluhNopemberKotaSurabaya/400/250,-7.2454453,112.7378996
2,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6,https://picsum.photos/seed/KawasanKulinerBSM/400/250,-6.1844382,106.8237901
2,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3,https://upload.wikimedia.org/wikipedia/commons/d/da/Jembatan_suroboyo_dusk.jpg,,
4,Pantai Jogan,Bahari,Yogyakarta,5000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Indonesia_location_map.svg/langid-1280px-Indonesia_location_map.svg.png,-8.1802349,110.67649
5,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/3/30/Halte_Transjakarta_Mayestik.jpg,-6.241405,106.789092
3,Museum Nike Ardilla,Budaya,Bandung,0,4.6,https://upload.wikimedia.org/wikipedia/id/e/e9/Nike_Ardilla.jpg,-6.9405148,107.6725146
3,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4,https://picsum.photos/seed/KiaraArthaPark/400/250,-6.916458,107.6422474
2,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3,https://upload.wikimedia.org/wikipedia/id/d/d0/Plaza_Asia_Tasikmalaya_logo.png,,
3,Pantai Ancol,Bahari,Jakarta,25000,4.4,https://upload.wikimedia.org/wikipedia/id/thumb/3/3e/Logo_Taman_Impian_Jaya_Ancol_%282022%29.svg/langid-960px-Logo_Taman_Impian_Jaya_Ancol_%282022%29.svg.png,-6.1224326,106.8414099
3,Pelabuhan Marina,Bahari,Jakarta,175000,4.4,https://upload.wikimedia.org/wikipedia/id/6/60/Monumentpantaiboom.jpeg,,
5,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Insignia_of_the_Indonesian_National_Police.svg/langid-960px-Insignia_of_the_Indonesian_National_Police.svg.png,,
4,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2,https://upload.wikimedia.org/wikipedia/commons/a/a2/Locator_Kecamatan_Gedangsari_ing_Gunung_Kidul.png,-7.8130962,110.6153654
3,Jalan Braga,Budaya,Bandung,0,4.7,https://upload.wikimedia.org/wikipedia/commons/b/b7/Jl_Braga_Street_Sign_in_Bandung.jpg,-6.919146,107.6098034
5,Candi Borobudur,Budaya,Yogyakarta,50000,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Pradaksina.jpg/3840px-Pradaksina.jpg,,
3,Kyotoku Floating Market,Budaya,Bandung,175000,4.5,https://upload.wikimedia.org/wikipedia/id/e/e1/BEASTARS%2C_volume_1.jpg,,
4,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Pakualaman.svg/langid-960px-Flag_of_Pakualaman.svg.png,-7.8012036,110.3742635
4,Taman Mundu,Taman Hiburan,Surabaya,0,4.4,https://upload.wikimedia.org/wikipedia/commons/0/0e/COLLECTIE_TROPENMUSEUM_Blad_en_vrucht_van_de_Xanthochymus_dulcis_roxb_moendoe_TMnr_3401-1683.jpg,,
5,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8,https://picsum.photos/seed/KampoengTulip/400/250,,
3,Curug Cimahi,Cagar Alam,Bandung,15000,4.6,https://upload.wikimedia.org/wikipedia/commons/e/e5/COLLECTIE_TROPENMUSEUM_Waterval_in_de_omgeving_van_Tjisaroea_en_Tjimahi_TMnr_60050403.jpg,-6.7991735,107.5781113
5,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3,https://picsum.photos/seed/BlueLagoonJogja/400/250,,
5,Pantai Congot,Bahari,Yogyakarta,3000,4.3,https://upload.wikimedia.org/wikipedia/commons/a/a4/Kedung-pedut_3.jpg,,
4,Kota Mini,Taman Hiburan,Bandung,20000,4.4,https://picsum.photos/seed/KotaMini/400/250,,
5,Balai Kota Surabaya,Budaya,Surabaya,0,4.7,https://upload.wikimedia.org/wikipedia/commons/d/da/Jembatan_suroboyo_dusk.jpg,-7.2593052,112.7469919
3,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Rumah_Joglo_Muhadi.jpg/3840px-Rumah_Joglo_Muhadi.jpg,,
4,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4,https://picsum.photos/seed/AtlantisLandSurabaya/400/250,,
3,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4,https://picsum.photos/seed/TamanHarmoniKeputih/400/250,-7.295047,112.8036032
4,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,https://upload.wikimedia.org/wikipedia/commons/c/c5/Museum_Kopi_Banaran.jpg,-7.2546718,110.4416226
5,Pantai Jungwok,Bahari,Yogyakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/1/15/Pantai_Jungwook.jpg,-8.1980959,110.7120018
3,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/0/0c/Air_terjun_Sri_Gethuk.jpg,-7.9432134,110.4895782
2,Gedung Sate,Budaya,Bandung,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Gedung_Sate_Oktober_2024_-_Rahmatdenas.jpg/3840px-Gedung_Sate_Oktober_2024_-_Rahmatdenas.jpg,-6.9014576,107.6173506
3,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Interior_Thamrin_City%2C_2025.jpg/1920px-Interior_Thamrin_City%2C_2025.jpg,-6.1944082,106.8145468
2,Pelabuhan Marina,Bahari,Jakarta,175000,4.4,https://upload.wikimedia.org/wikipedia/id/6/60/Monumentpantaiboom.jpeg,,
3,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pandansimo_Bridge_view_toward_Bantul.jpg/3840px-Pandansimo_Bridge_view_toward_Bantul.jpg,,
5,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,https://upload.wikimedia.org/wikipedia/commons/7/70/COLLECTIE_TROPENMUSEUM_De_waringins_op_de_alun-alun_bij_de_ingang_van_de_kraton_van_de_sultan_van_Jogjakarta_TMnr_60022716.jpg,-6.9216776,107.607151
3,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5,https://picsum.photos/seed/GrojoganWatuPurboBangunrejo/400/250,,
3,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,https://picsum.photos/seed/MasjidDaarutTauhiidBandung/400/250,-6.8635726,107.5900533
2,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Indonesia_-_Java_-_Yogyakarta_-_Taman_Sari.jpg/3840px-Indonesia_-_Java_-_Yogyakarta_-_Taman_Sari.jpg,,
3,Museum Wayang,Budaya,Jakarta,5000,4.5,https://upload.wikimedia.org/wikipedia/commons/9/99/Wayang_sejarah.jpg,-6.1348145,106.8125091
2,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/0/0c/Air_terjun_Sri_Gethuk.jpg,-7.9432134,110.4895782
4,Candi Gedong Songo,Budaya,Semarang,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/a/af/Gedong_songo.jpg,-7.2063743,110.340176
4,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/4/43/Waduk_Tambakboyo_01.jpg,-7.7554434,110.4143353
2,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Unit_Trans_Semanggi_Suroboyo_K3L_di_Kenpark_%28Desember_2022%29.jpg/3840px-Unit_Trans_Semanggi_Suroboyo_K3L_di_Kenpark_%28Desember_2022%29.jpg,-7.2498534,112.8001912
3,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3,https://picsum.photos/seed/AliveMuseumAncol/400/250,,
5,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Two_Trans_Metro_Bandung%27s_Nucleus_Bus_at_Cicaheum.jpg/3840px-Two_Trans_Metro_Bandung%27s_Nucleus_Bus_at_Cicaheum.jpg,-6.9001383,107.6262202
4,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Visual_K2_Trans_Jatim_Tribhuwana.jpg/3840px-Visual_K2_Trans_Jatim_Tribhuwana.jpg,,
3,Masjid Istiqlal,Tempat Ibadah,Jakarta,0,4.7,https://upload.wikimedia.org/wikipedia/id/2/25/Masjid_Istiqlal_-_Panoramio.jpg,-6.1702395,106.8310056
2,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Indonesia_provinces_blank_map.svg/langid-960px-Indonesia_provinces_blank_map.svg.png,,
5,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg/3840px-Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg,,
3,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Visual_K2_Trans_Jatim_Tribhuwana.jpg/3840px-Visual_K2_Trans_Jatim_Tribhuwana.jpg,,
2,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pandansimo_Bridge_view_toward_Bantul.jpg/3840px-Pandansimo_Bridge_view_toward_Bantul.jpg,,
4,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5,https://picsum.photos/seed/LembangPark&Zoo/400/250,-6.8054528,107.5913571
5,Kota Lama Semarang,Budaya,Semarang,0,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Lawang_Sewu_in_Semarang_City.jpg/3840px-Lawang_Sewu_in_Semarang_City.jpg,-6.96723,110.4268983
4,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Big_Stone_at_Hutan_Pinus_Pengger_Jogja.jpg/3840px-Big_Stone_at_Hutan_Pinus_Pengger_Jogja.jpg,-7.9210551,110.43542
2,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1,https://picsum.photos/seed/DesaWisataRumahDomes/Teletubbies/400/250,,
2,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bali_Barat_mangroves.jpg/3840px-Bali_Barat_mangroves.jpg,,
3,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Taman_indonesia_kaya.jpg/3840px-Taman_indonesia_kaya.jpg,-6.992088,110.4200237
3,Pulau Semak Daun,Bahari,Jakarta,40000,4.0,https://upload.wikimedia.org/wikipedia/commons/5/5f/Snorkeling.jpg,,
3,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6,https://picsum.photos/seed/KawasanKulinerBSM/400/250,-6.1844382,106.8237901
2,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Yogyakarta_Indonesia_Tugu-Yogyakarta-02.jpg/3840px-Yogyakarta_Indonesia_Tugu-Yogyakarta-02.jpg,,
5,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5,https://picsum.photos/seed/MuseumTNIALLokaJalaCrana/400/250,,
4,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Masjid_Muhammad_Cheng_Ho_Balikpapan_%2801%29.jpg/3840px-Masjid_Muhammad_Cheng_Ho_Balikpapan_%2801%29.jpg,-7.2519525,112.7467958
3,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5,https://upload.wikimedia.org/wikipedia/commons/8/81/Gallery_room_of_Bentara_Budaya_Yogyakarta.jpg,,
2,Candi Prambanan,Budaya,Yogyakarta,50000,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Indonesia_Sleman_Regency_location_map.svg/langid-1280px-Indonesia_Sleman_Regency_location_map.svg.png,-7.7522269,110.4915331
5,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/%22%2Barya%2B%22_stasiun_ambarawa_museum_2023_2.jpg/3840px-%22%2Barya%2B%22_stasiun_ambarawa_museum_2023_2.jpg,-7.2651797,110.4021659
3,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7,https://upload.wikimedia.org/wikipedia/commons/e/e6/MuseumSasmitaLoka1.jpg,-6.2045413,106.8365459
2,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5,https://upload.wikimedia.org/wikipedia/id/4/4a/Monumen_Yogya_Kembali.JPG,,
4,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,https://picsum.photos/seed/LawangwangiCreativeSpace/400/250,-6.8476429,107.6275129
4,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,https://upload.wikimedia.org/wikipedia/commons/2/24/Prajnaparamita_Java_Side_Detail.JPG,,
3,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Flora_Indonesia.jpg/3840px-Flora_Indonesia.jpg,,
4,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/b/b3/Dusk_till_dawn_%28cropped%29.jpg,-8.0272827,110.3370078
3,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/3/3c/Gedung_Agung_May_12_2025.jpg,-7.800169,110.3638046
2,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,https://upload.wikimedia.org/wikipedia/commons/0/0b/Cats_Whiskers_%282074039768%29.jpg,,
5,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9,https://upload.wikimedia.org/wikipedia/id/thumb/9/95/Masjid_Nasional_Al-Akbar_Surabaya_2016.jpg/3840px-Masjid_Nasional_Al-Akbar_Surabaya_2016.jpg,-7.3362941,112.7153303
4,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Kraton_Ratu_Boko_%28Ratu_Boko_Temple%29_in_Yogyakarta%2C_Indonesia_03.jpg/3840px-Kraton_Ratu_Boko_%28Ratu_Boko_Temple%29_in_Yogyakarta%2C_Indonesia_03.jpg,-7.7779947,110.4940445
2,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,20000,4.4,https://upload.wikimedia.org/wikipedia/commons/3/31/Kalibiru%2C_Bluriver.jpg,-7.8068122,110.1286301
5,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,10000,4.7,https://upload.wikimedia.org/wikipedia/commons/b/bb/Bukit_Nglanggeran.jpg,,
3,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2,https://upload.wikimedia.org/wikipedia/commons/5/52/Curug-ngumpet.jpg,,
2,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3,https://upload.wikimedia.org/wikipedia/commons/e/e2/Taman_kota_di_srengseng_jakarta.jpg,-6.2107961,106.7646791
4,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5,https://picsum.photos/seed/TamanLegendaKeongEmas/400/250,-6.3038077,106.892573
2,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,https://upload.wikimedia.org/wikipedia/commons/b/b4/RSUD_Al_Ihsan_2.jpg,,
5,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yogyakarta_Indonesia_Tugu-Yogyakarta-01.jpg,-7.7829099,110.3670713
3,Museum Fatahillah,Budaya,Jakarta,5000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Batavia_City_Hall_%28Jakarta_History_Museum%29_Fatahillah_Square_%282025%29_-_img_02.jpg/3840px-Batavia_City_Hall_%28Jakarta_History_Museum%29_Fatahillah_Square_%282025%29_-_img_02.jpg,-6.1351548,106.813289
5,Museum Nasional,Budaya,Jakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/0/03/Logo_Museum_Nasional_PNG.png,-6.1761425,106.8221879
3,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0,https://picsum.photos/seed/KawasanWisataSosrowijayan/400/250,,
3,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bledug_Kuwu_2.jpg,,
2,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4,https://picsum.photos/seed/TamanAirMancurMenariKenjeran/400/250,,
4,Pura Giri Natha,Budaya,Semarang,20000,4.7,https://picsum.photos/seed/PuraGiriNatha/400/250,-6.9982487,110.410747
3,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Pakualaman.svg/langid-960px-Flag_of_Pakualaman.svg.png,-7.8012036,110.3742635
3,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,https://picsum.photos/seed/BabakanSiliwangiCityForestPathBandung/400/250,,
2,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4,https://picsum.photos/seed/TirtoArgoSiwarak/400/250,,
4,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Flora_Indonesia.jpg/3840px-Flora_Indonesia.jpg,,
4,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Yogyakarta_Indonesia_Kraton-the-Sultans-Palace-02.jpg/3840px-Yogyakarta_Indonesia_Kraton-the-Sultans-Palace-02.jpg,,
5,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5,https://upload.wikimedia.org/wikipedia/id/4/4a/Monumen_Yogya_Kembali.JPG,,
3,Pantai Patihan,Bahari,Yogyakarta,5000,4.1,https://upload.wikimedia.org/wikipedia/id/4/4a/KcmtBwi.jpg,,
5,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5,https://upload.wikimedia.org/wikipedia/commons/8/81/Gallery_room_of_Bentara_Budaya_Yogyakarta.jpg,,
2,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/2/2e/Anjungan_Kota_Semarang.jpg,,
4,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Bank_Indonesia_Lama.jpg/3840px-Bank_Indonesia_Lama.jpg,-6.1371853,106.8129483
3,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Masjid_Raya_Bandung_dan_Alun-alun_Bandung_%28potrait%29.jpg/3840px-Masjid_Raya_Bandung_dan_Alun-alun_Bandung_%28potrait%29.jpg,-6.9218735,107.6062926
4,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/8/82/Ledoksambi.jpg,-7.6468475,110.4262578
2,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Rumah_Joglo_Muhadi.jpg/3840px-Rumah_Joglo_Muhadi.jpg,,
2,Taman Mundu,Taman Hiburan,Surabaya,0,4.4,https://upload.wikimedia.org/wikipedia/commons/0/0e/COLLECTIE_TROPENMUSEUM_Blad_en_vrucht_van_de_Xanthochymus_dulcis_roxb_moendoe_TMnr_3401-1683.jpg,,
2,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0,https://picsum.photos/seed/WisataKulinerPecenongan/400/250,,
4,Museum Tekstil,Budaya,Jakarta,5000,4.5,https://upload.wikimedia.org/wikipedia/commons/4/46/Musetextil.jpg,-6.1879368,106.8096058
5,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Yogyakarta_Indonesia_Kraton-the-Sultans-Palace-02.jpg/3840px-Yogyakarta_Indonesia_Kraton-the-Sultans-Palace-02.jpg,-7.8460828,110.4796997
3,Museum Tekstil,Budaya,Jakarta,5000,4.5,https://upload.wikimedia.org/wikipedia/commons/4/46/Musetextil.jpg,-6.1879368,106.8096058
3,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8,https://picsum.photos/seed/GaleriIndonesiaKaya/400/250,,
3,Pantai Samas,Bahari,Yogyakarta,4000,4.0,https://upload.wikimedia.org/wikipedia/commons/0/01/Pertunjukan_Jathilan.jpg,-8.0053279,110.2657797
5,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8,https://picsum.photos/seed/TektonaWaterpark/400/250,,
4,Jalan Braga,Budaya,Bandung,0,4.7,https://upload.wikimedia.org/wikipedia/commons/b/b7/Jl_Braga_Street_Sign_in_Bandung.jpg,-6.919146,107.6098034
4,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4,https://upload.wikimedia.org/wikipedia/commons/e/e1/Lokomotif_Bima_Kunting_1_di_Taman_Lalu_Lintas_Bandung_2018.png,,
4,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/0/0c/Air_terjun_Sri_Gethuk.jpg,-7.9432134,110.4895782
2,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/0/0c/Locator_Kecamatan_Tanjungsari_ing_Gunung_Kidul.png,-8.1373207,110.5741197
4,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7,https://upload.wikimedia.org/wikipedia/commons/2/29/Bukit_Paralayang_-_Pantai_Parangtritits.jpg,,
2,Museum Nasional,Budaya,Jakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/0/03/Logo_Museum_Nasional_PNG.png,-6.1761425,106.8221879
3,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0,https://picsum.photos/seed/WisataKulinerPecenongan/400/250,,
2,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/d/da/Taman_Suropati_%281%29.jpg,-6.1994133,106.8326256
3,Museum Layang-layang,Budaya,Jakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/2/21/US646375.png,-6.3078393,106.7906265
2,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg/3840px-Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg,,
