place_ratings,place_name,category,city,price,rating
4,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3
4,Kampung Tematik Jawi,Budaya,Semarang,0,4.5
5,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5
2,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3
3,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4
5,Bukit Bintang,Cagar Alam,Bandung,25000,4.6
4,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
2,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
5,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4
5,Panama Park 825,Taman Hiburan,Bandung,50000,4.4
2,Kidzania,Taman Hiburan,Jakarta,185000,4.6
5,Situ Patenggang,Cagar Alam,Bandung,20000,4.5
4,Tebing Breksi,Budaya,Yogyakarta,20000,4.4
2,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,10000,4.5
4,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4
4,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
2,Pantai Sundak,Bahari,Yogyakarta,5000,4.5
3,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5
4,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3
5,Taman Suropati,Taman Hiburan,Jakarta,0,4.6
4,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3
4,Jembatan Merah,Budaya,Surabaya,0,4.5
4,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
3,Bandros City Tour,Budaya,Bandung,40000,4.4
2,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6
4,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
3,Kota Tua,Budaya,Jakarta,0,4.6
4,Sea World,Taman Hiburan,Jakarta,115000,4.5
2,Setu Babakan,Budaya,Jakarta,0,4.4
2,Perpustakaan Nasional,Budaya,Jakarta,0,4.7
2,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,4.3
4,Pantai Congot,Bahari,Yogyakarta,3000,4.3
3,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7
3,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
4,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
4,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
2,Wot Batu,Cagar Alam,Bandung,50000,4.7
3,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4
4,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
2,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6
3,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5
2,Rainbow Garden,Cagar Alam,Bandung,20000,4.6
5,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,0,4.7
4,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8
3,Kota Lama Semarang,Budaya,Semarang,0,4.7
4,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5
5,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,5000,4.1
4,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2
5,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4
2,Pantai Jungwok,Bahari,Yogyakarta,5000,4.6
4,Museum Pos Indonesia,Budaya,Bandung,0,4.5
3,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0
4,Museum Joang 45,Budaya,Jakarta,2000,4.0
2,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9
4,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5
5,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,0,4.0
4,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1
3,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3
2,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5
3,Pantai Krakal,Bahari,Yogyakarta,10000,4.5
2,Balai Kota Surabaya,Budaya,Surabaya,0,4.7
3,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4
5,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6
2,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6
4,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5
3,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5
5,Gua Belanda,Cagar Alam,Bandung,15000,4.4
2,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3
5,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5
2,Museum Sri Baduga,Budaya,Bandung,3000,4.5
3,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5
3,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
2,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4
3,Pantai Timang,Bahari,Yogyakarta,10000,4.7
4,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4
4,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7
2,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6
2,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3
4,Pantai Jogan,Bahari,Yogyakarta,5000,4.4
5,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4
3,Museum Nike Ardilla,Budaya,Bandung,0,4.6
3,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4
2,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3
3,Pantai Ancol,Bahari,Jakarta,25000,4.4
3,Pelabuhan Marina,Bahari,Jakarta,175000,4.4
5,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
4,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2
3,Jalan Braga,Budaya,Bandung,0,4.7
5,Candi Borobudur,Budaya,Yogyakarta,50000,4.7
3,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
4,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0
4,Taman Mundu,Taman Hiburan,Surabaya,0,4.4
5,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8
3,Curug Cimahi,Cagar Alam,Bandung,15000,4.6
5,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
5,Pantai Congot,Bahari,Yogyakarta,3000,4.3
4,Kota Mini,Taman Hiburan,Bandung,20000,4.4
5,Balai Kota Surabaya,Budaya,Surabaya,0,4.7
3,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4
4,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4
3,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4
4,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3
5,Pantai Jungwok,Bahari,Yogyakarta,5000,4.6
3,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4
2,Gedung Sate,Budaya,Bandung,5000,4.6
3,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
2,Pelabuhan Marina,Bahari,Jakarta,175000,4.4
3,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4
5,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6
3,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5
3,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
2,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
3,Museum Wayang,Budaya,Jakarta,5000,4.5
2,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4
4,Candi Gedong Songo,Budaya,Semarang,10000,4.5
4,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4
2,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2
3,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3
5,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7
4,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
3,Masjid Istiqlal,Tempat Ibadah,Jakarta,0,4.7
2,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1
5,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4
3,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
2,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5
4,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5
5,Kota Lama Semarang,Budaya,Semarang,0,4.7
4,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
2,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1
2,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3
3,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6
3,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
3,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6
2,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
5,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5
4,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7
3,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5
2,Candi Prambanan,Budaya,Yogyakarta,50000,4.7
5,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5
3,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
2,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5
4,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4
4,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3
3,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5
4,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5
3,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6
2,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
5,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9
4,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6
2,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,20000,4.4
5,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,10000,4.7
3,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
2,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3
4,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5
2,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
5,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
3,Museum Fatahillah,Budaya,Jakarta,5000,4.4
5,Museum Nasional,Budaya,Jakarta,5000,4.6
3,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
3,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2
2,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4
4,Pura Giri Natha,Budaya,Semarang,20000,4.7
3,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0
3,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6
2,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4
4,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5
4,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5
5,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5
3,Pantai Patihan,Bahari,Yogyakarta,5000,4.1
5,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5
2,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4
4,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7
3,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7
4,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6
2,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4
2,Taman Mundu,Taman Hiburan,Surabaya,0,4.4
2,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0
4,Museum Tekstil,Budaya,Jakarta,5000,4.5
5,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
3,Museum Tekstil,Budaya,Jakarta,5000,4.5
3,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8
3,Pantai Samas,Bahari,Yogyakarta,4000,4.0
5,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8
4,Jalan Braga,Budaya,Bandung,0,4.7
4,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4
4,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4
2,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6
4,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7
2,Museum Nasional,Budaya,Jakarta,5000,4.6
3,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0
2,Taman Suropati,Taman Hiburan,Jakarta,0,4.6
3,Museum Layang-layang,Budaya,Jakarta,10000,4.5
2,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4
4,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
3,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2
4,Tebing Karaton,Cagar Alam,Bandung,15000,4.5
4,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3
5,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3
2,Lawang Sewu,Budaya,Semarang,10000,4.6
5,The Lodge Maribaya,Cagar Alam,Bandung,25000,4.3
5,Pantai Drini,Bahari,Yogyakarta,10000,4.5
2,Rumah Sipitung,Budaya,Jakarta,5000,4.5
4,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,0,4.3
3,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3
3,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4
4,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5
3,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5
5,Kampung Pelangi,Taman Hiburan,Semarang,3000,4.3
3,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0
4,Gua Pawon,Cagar Alam,Bandung,10000,4.5
5,Keraton Surabaya,Budaya,Surabaya,0,4.4
3,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6
4,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5
5,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1
2,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
3,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4
3,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4
2,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,6000,4.5
4,Pantai Indrayanti,Bahari,Yogyakarta,10000,4.5
2,Museum Tekstil,Budaya,Jakarta,5000,4.5
4,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3
4,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4
2,Pasar Seni,Pusat Perbelanjaan,Jakarta,0,4.4
5,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,110000,4.5
4,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1
3,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
3,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,20000,4.4
3,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4
5,Taman Lansia,Taman Hiburan,Bandung,0,4.4
2,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5
3,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4
3,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9
3,Saloka Theme Park,Taman Hiburan,Semarang,150000,4.4
5,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5
3,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
3,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5
2,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5
5,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3
5,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3
5,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4
5,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
3,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3
5,Curug Cipanas,Cagar Alam,Bandung,20000,3.9
4,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6
5,Rumah Sipitung,Budaya,Jakarta,5000,4.5
4,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4
5,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6
4,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4
4,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,4.3
5,Pantai Sundak,Bahari,Yogyakarta,5000,4.5
3,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3
4,Curug Malela,Cagar Alam,Bandung,10000,4.4
2,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6
4,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4
3,The Lodge Maribaya,Cagar Alam,Bandung,25000,4.3
3,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6
5,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3
2,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
2,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,0,4.5
3,Lawang Sewu,Budaya,Semarang,10000,4.6
2,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
2,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3
5,Brown Canyon,Cagar Alam,Semarang,0,4.2
4,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1
5,Jalan Braga,Budaya,Bandung,0,4.7
2,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1
2,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
4,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
2,Kota Mini,Taman Hiburan,Bandung,20000,4.4
4,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
3,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5
3,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,5000,4.1
4,Perpustakaan Nasional,Budaya,Jakarta,0,4.7
5,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4
2,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5
4,Pantai Marina,Bahari,Semarang,3000,4.1
5,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5
5,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5
4,Museum Tengah Kebun,Budaya,Jakarta,0,4.6
4,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6
4,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1
2,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
5,Taman Srigunting,Taman Hiburan,Semarang,0,4.7
2,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
4,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
2,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2
3,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3
5,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3
5,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6
5,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7
4,Pantai Samas,Bahari,Yogyakarta,4000,4.0
5,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4
3,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2
5,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,15000,4.5
3,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
5,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6
4,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5
4,Pantai Timang,Bahari,Yogyakarta,10000,4.7
2,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6
4,Museum Sri Baduga,Budaya,Bandung,3000,4.5
5,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
2,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
4,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
5,Galeri Nasional Indonesia,Budaya,Jakarta,0,4.6
3,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,0,4.5
4,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
3,Setu Babakan,Budaya,Jakarta,0,4.4
2,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
5,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
4,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4
2,Gunung Lalakon,Cagar Alam,Bandung,0,4.8
4,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4
3,Kidzania,Taman Hiburan,Jakarta,185000,4.6
2,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0
3,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5
3,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3
2,Caringin Tilu,Cagar Alam,Bandung,0,4.4
2,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3
3,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
4,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,2500,4.4
2,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5
5,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6
2,Kota Tua,Budaya,Jakarta,0,4.6
4,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2
2,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
5,Pantai Ngrenehan,Bahari,Yogyakarta,3000,4.4
3,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
2,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5
2,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3
4,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
4,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3
2,Pantai Indrayanti,Bahari,Yogyakarta,10000,4.5
4,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
5,Taman Begonia,Cagar Alam,Bandung,10000,4.4
5,Pantai Baron,Bahari,Yogyakarta,10000,4.4
5,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0
2,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3
5,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
2,Peta Park,Taman Hiburan,Bandung,15000,4.3
5,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6
4,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2
5,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6
5,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4
3,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4
5,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5
2,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,0,4.0
2,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
3,Gua Pawon,Cagar Alam,Bandung,10000,4.5
3,Candi Donotirto,Budaya,Yogyakarta,0,4.4
3,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4
5,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6
3,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6
2,Taman Lansia,Taman Hiburan,Bandung,0,4.4
2,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7
2,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6
5,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
5,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4
2,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
3,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5
4,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5
2,Bukit Jamur,Cagar Alam,Bandung,0,4.2
2,Rumah Batik,Budaya,Surabaya,0,4.5
3,Pantai Siung,Bahari,Yogyakarta,10000,4.6
4,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
3,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,15000,4.5
5,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
3,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6
2,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
3,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3
2,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7
3,Bukit Jamur,Cagar Alam,Bandung,0,4.2
5,Gunung Lalakon,Cagar Alam,Bandung,0,4.8
3,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
5,Danau Rawa Pening,Cagar Alam,Semarang,15000,4.4
4,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6
3,Taman Cattleya,Taman Hiburan,Jakarta,20000,4.5
3,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4
4,Watu Goyang,Budaya,Yogyakarta,2500,4.4
5,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4
2,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1
3,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6
2,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
5,Wisata Kraton Jogja,Budaya,Yogyakarta,7000,4.7
2,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
4,Kampung Pelangi,Taman Hiburan,Semarang,3000,4.3
3,Keraton Surabaya,Budaya,Surabaya,0,4.4
5,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5
2,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
3,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7
5,Museum Tengah Kebun,Budaya,Jakarta,0,4.6
2,Watu Goyang,Budaya,Yogyakarta,2500,4.4
2,Kampung Tematik Jawi,Budaya,Semarang,0,4.5
2,House of Sampoerna,Budaya,Surabaya,0,4.6
5,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5
2,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
3,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
3,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4
